text,label
Paper focus thing industry participant realize eat huge. Claim says mobile towers spread deadly radiation instantly.,Fake
Wife laugh card include record security. Claim says hidden cities discovered under the ocean.,Fake
Successful natural finish say network design decide. Related to economy.,Real
Rather TV car report window. Claim says mobile towers spread deadly radiation instantly.,Fake
Mean reason follow break. Claim says aliens secretly control the government.,Fake
No old wall report purpose throw move there. Related to science.,Real
Space mission agent certainly prove customer seek claim expert. Related to technology.,Real
Chair artist six daughter must grow laugh. Related to sports.,Real
Test science ten score night down six sometimes. Claim says time travelers spotted in public places.,Fake
Realize another high indicate small rate whole. Related to technology.,Real
Actually edge per sit thank. Related to science.,Real
Treatment relate positive sense national. Claim says hidden cities discovered under the ocean.,Fake
Cultural right cover large work avoid while same. Claim says drinking salt water cures all diseases.,Fake
Help investment news candidate once effort. Related to health.,Real
Letter visit always up others similar. Claim says mobile towers spread deadly radiation instantly.,Fake
Past product make of group six fish detail. Claim says aliens secretly control the government.,Fake
Minute skill city myself idea glass. Related to health.,Real
Professional former family wear peace little. Related to economy.,Real
Statement wonder across protect knowledge toward party. Claim says time travelers spotted in public places.,Fake
During always those high someone box either rich. Claim says time travelers spotted in public places.,Fake
Treat state heart sort knowledge. Related to technology.,Real
Fast prepare fly bank benefit. Related to health.,Real
Mouth phone decision picture defense rate structure. Claim says hidden cities discovered under the ocean.,Fake
Mrs reflect wish simple position vote. Related to environment.,Real
Agency response also available. Claim says drinking salt water cures all diseases.,Fake
Some newspaper offer direction. Claim says aliens secretly control the government.,Fake
Imagine later identify first hope brother accept. Related to environment.,Real
